Name,Information,URL,Valid
"Justin McKelvey – AI consultant",2026 rates $150-$500/hr; red flags; strategy vs implementation consultants,https://justinmckelvey.com/blog/ai-consultant,TRUE
"zalt.me – What does an AI consultant do",Consultant vs engineer vs data scientist table; value when direction is unclear,https://zalt.me/blog/2026/05/what-does-ai-consultant-do,TRUE
"Glassdoor – AI Consultant salary",Median total pay ~$198K/yr; range $149K-$270K,https://www.glassdoor.com/Salaries/ai-consultant-salary-SRCH_KO0,13.htm,TRUE
"Bet on AI – AI consulting rate card 2026",Survey of 68 consultants: median $275/hr strategy, $185/hr implementation; retainers $4K-$25K/mo,https://betonai.net/ai-consulting-rate-card-2026-what-to-charge-for-strategy-implementation-and-fractional-ai-leadership-real-rates-from-68-consultants/,TRUE
"Pharallax – Consulting revenue benchmarks 2026",Solo consultant revenue $150K-$500K; billable-hour ceiling ~$500K; take-home math,https://pharallax.ai/guides/consulting-revenue-benchmarks-2026/,TRUE
"AI Market Pulse – AI consulting rates 2026",Median rate ~$250/hr; $150 generalist to $500+ C-suite; solo revenue scenarios,https://theaimarketpulse.com/insights/ai-consulting-rates-2026/,TRUE
"Axial Search – AI engineering jobs 2026",43,480 US AI engineer postings; median salary $176,000; ~1,550 postings/week,https://axialsearch.com/insights/ai-engineering-jobs,TRUE
"AI Dev Board – AI developer jobs report 2026",9,533 active AI developer jobs; average salary $231K median $217K; most in-demand skills,https://aidevboard.com/research/ai-jobs-report-2026,TRUE
"Articsledge – AI business models",AI consulting/services market ~$10B; 30-50% gross margins vs 80-90% SaaS,https://www.articsledge.com/post/ai-business-models,TRUE
"Iternal – AI consulting",AI consulting definition spanning strategy, governance, implementation; failure-rate context (RAND),https://iternal.ai/ai-consulting,TRUE
"Clarista – AI consulting services",Real-world comparison vs Big-4/McKinsey: time to roadmap and pilot; fixed-bid pricing,https://www.clarista.io/platform/ai-consulting-services,TRUE
"Airdev – AI enablement",End-to-end strategy + build firm example: build-vs-buy analysis, roadmap, shipped product,https://www.airdev.co/services/ai-enablement,TRUE
